,city_name,Country,First Administration,Second Administration,latitude (degree),longitude (degree),elevation (m),dist_to_sea (km),mean_temp (Celsius),mean_solarradiation (W/m2),mean_humidity (%),mean_windspeed (kph),mean_temp_index,mean_humid_index,mean_wind_index,temp_std (Celsius),mean_temp_range (Celsius),mean_abs_temp_diff_1 (Celsius),precip_std (mm),precip_sum (mm),temp precip corr,humid radiat corr,humid precip corr,temp radiat corr,Koppen climate,Color Code,Climate Names,Group,Precipitation Type,Level of Heat
256,Nouakchott,Mauritania,Nouakchott,Nouakchott,18.0735299,-15.9582372,1.084140062,7.270909676,24.243,257.402,60.038,28.27,1.013248613,0.012465241,0.003377007,3.009,5.101,0.865,4.608,203.1,0.084,0.353,0.119,-0.086,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
257,Novorybnaya,Russia,Krasnoyarsk Krai,Krasnoyarsk Krai,72.824669,105.824059,24.81121635,5.210032698,1.491,134.893,80.078,22.796,0.338250759,0.001154013,0.025110731,11.761,8.938,1.771,5.664,971.6,0.067,-0.327,0.378,0.587,ET,#64FFFF,Tundra,Polar,Tundra,
258,Novosibirsk,Russia,Novosibirsk Oblast,Gorod Novosibirsk,55.0288307,82.9226887,150.3330231,1312.527692,2.463,140.181,69.371,21.938,0.404048891,0.00738749,0.024156769,14.243,10.283,2.685,1.718,311.302,0.139,-0.65,0.309,0.737,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
259,Novy Urengoy,Russia,Yamalo-Nenets Autonomous Okrug,Gorod Novyy Urengoy,66.0956864,76.6563522,45.95004272,173.5914123,-3.898,102.539,77.709,24.67,0.234053006,0.004272979,0.015555057,15.189,9.338,3.162,3.633,492.177,0.193,-0.678,0.19,0.624,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer
260,Nuuk,Greenland,Sermersooq Municipality,Nuuk,64.175029,-51.7355386,2.660012007,1.262700078,-0.855,104.738,77.937,36.829,0.066205365,0.003079576,0.005606865,7.091,4.438,1.745,6.227,976.5,0.138,-0.022,0.28,0.359,ET,#64FFFF,Tundra,Polar,Tundra,
261,Odessa UA,Ukraine,Odessa Oblast,Odessa Oblast,46.4843023,30.7322878,49.51187515,3.180300122,12.533,169.898,70.636,19.635,0.629806593,0.007861702,0.029057343,8.762,6.846,1.5,2.83,292.1,0.028,-0.712,0.22,0.699,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
262,Oklahoma City,United States,Oklahoma,Oklahoma County,35.4729886,-97.5170536,371.4482117,623.1419483,16.332,198.007,58.739,29.489,0.614942426,0.018737408,0.007508804,10.878,12.226,2.909,5.783,624.802,0.002,-0.417,0.407,0.662,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
263,Omaha,United States,Nebraska,Douglas County,41.2587459,-95.9383758,324.3798828,1146.326846,10.961,233.382,61.819,29.229,0.537018982,0.014904349,0.008298787,12.39,12.057,3.413,4.59,533.202,0.125,-0.466,0.354,0.329,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer
264,Orlando,United States,Florida,Orange County,28.5421109,-81.3790304,31.95252609,56.35729346,23.648,197.715,70.401,23.464,0.832447926,0.005156723,0.013339474,5.045,9.412,1.391,13.59,1507.494,0.069,-0.482,0.334,0.375,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
265,Osaka,Japan,Osaka,Osaka,34.661629,135.4999268,4.149224281,9.199163744,12.981,176.622,74.168,14.731,0.629118399,0.003422515,0.048506477,9.619,9.499,1.454,9.58,1683.73,0.195,-0.668,0.512,0.442,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
266,Oslo,Norway,Oslo,Oslo,59.9133301,10.7389701,8.782258034,1.764353517,7.068,107.716,73.864,19.522,0.415976986,0.007749738,0.030791066,7.42,7.933,1.599,25.829,2920.413,-0.303,-0.703,0.068,0.682,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
267,Ostersund,Sweden,Jamtland County,Östersund,63.1766832,14.6360681,315.6708374,273.2867146,4.301,103.671,81.071,24.995,0.267991258,0.003233723,0.017192257,7.952,6.208,1.988,2.907,482.583,0.198,-0.654,0.303,0.654,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer
268,Oulu,Finland,Northern Ostrobothnia,Oulu,65.0120888,25.4650773,5.528194904,4.204567288,4.108,88.51,80.621,25.276,0.329201102,0.001704559,0.012700304,9.512,5.696,2.076,3.513,306.502,0.26,-0.732,0.087,0.66,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer
269,Oymyakon,Russia,Sakha Republic,Sakha Republic,63.464138,142.773727,684.3656006,410.1815615,-12.577,121.651,69.245,12.029,0.234991033,0.006766634,0.052562205,22.029,13.568,1.964,3.893,289.748,0.021,-0.566,0.058,0.78,Dfd,#FF6EFF,Extremely cold subarctic climate,Cold (continental),Without dry season,Very cold winter
270,Panama City,Panama,Panama Province,Bay County,30.1588129,-85.6602058,7.70750761,0.139986188,26.707,182.546,84.461,18.174,0.591190208,0.000249641,0.033085489,0.726,6.711,0.518,11.689,3781.0,-0.259,-0.677,0.585,0.435,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
271,Paris,France,Ile-de-France,Paris,48.8534951,2.3483915,36.06417465,149.8912314,13.796,66.106,70.06,17.394,0.744127302,0.008970228,0.03694517,6.798,7.855,1.542,3.861,464.613,0.004,-0.736,0.242,0.686,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
272,Patos,Brazil,State of Paraíba,Patos,-7.0263449,-37.2769775,240.7315521,202.2078553,27.43,259.736,59.825,30.059,0.68758435,0.017463297,0.009301594,1.66,11.853,0.573,2.248,296.7,-0.219,-0.709,0.445,0.631,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
273,Perth,Australia,Western Australia,Perth,-31.9558964,115.8605801,13.20023727,11.94913342,18.531,207.786,63.748,19.905,1.008666334,0.011554567,0.023655246,5.168,10.622,1.522,3.923,549.994,-0.265,-0.709,0.353,0.671,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
274,Philadelphia,United States,Pennsylvania,Philadelphia County,39.9527237,-75.1635262,14.55494022,2.878166598,14.092,171.232,62.522,22.95,0.632612295,0.014165758,0.018081586,9.928,9.34,2.605,6.295,968.426,-0.013,-0.529,0.486,0.53,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
275,Phoenix,United States,Arizona,Maricopa County,33.4484367,-112.074141,331.5572205,245.1544978,24.374,230.965,30.953,23.239,0.716890405,0.013265528,0.021332703,8.877,11.927,1.332,1.937,145.741,-0.056,-0.669,0.382,0.761,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
276,Pittsburgh,United States,Pennsylvania,Allegheny County,40.4416941,-79.9900861,259.6441956,328.7088863,11.444,133.236,66.129,20.497,0.62845606,0.00989604,0.028430838,10.11,9.34,2.87,5.652,948.778,0.063,-0.441,0.479,0.599,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
277,Plymouth,United Kingdom,England,Plymouth,50.3754565,-4.1426565,26.88327599,0.620966376,12.115,117.029,81.427,29.113,0.674069735,0.001492316,0.010160321,4.571,6.549,1.202,5.142,957.787,-0.041,-0.652,0.377,0.558,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
278,Port Jeanne D'Arc,French Southern and Antarctic Lands,Port Jeanne d'Arc,,-49.55241,69.8265909,0.0,1.45657679,24.027,216.589,72.147,32.144,1.003179363,0.002591401,0.004744079,2.229,7.295,0.522,16.47,1405.6,0.029,-0.03,0.399,0.511,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
279,Port-Au-Prince,Haiti,Ouest Department,Port-au-Prince,18.594395,-72.3074326,15.10287189,3.663236887,27.263,248.778,69.952,24.855,0.66744273,0.003433832,0.008861909,1.58,10.481,0.729,3.925,1053.6,0.025,-0.216,0.416,0.437,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
280,Portland,United States,Oregon,Multnomah County,45.5202471,-122.674194,10.28013992,83.06777576,12.732,50.695,68.163,17.975,0.648737752,0.008723191,0.038279711,7.251,9.041,1.663,6.477,1009.582,-0.216,-0.493,0.413,0.613,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer
281,Potosi,Bolivia,Potosi Department,Tomas Frias,-19.5722805,-65.7550063,3883.38208,438.8673971,8.521,292.985,48.555,26.253,0.417532209,0.014064197,0.011588634,2.056,13.775,0.87,4.254,777.3,0.149,-0.073,0.574,0.516,Cfc,#003200,Subpolar oceanic climate,Temperate,Without dry season,Cold summer
282,Prague,Czechia,Prague,Hlavní město Praha,50.0874654,14.4212535,192.1076355,351.4990493,11.028,214.502,69.594,19.037,0.586434459,0.009768326,0.036908601,7.797,8.782,1.748,4.886,605.899,0.161,-0.745,0.228,0.685,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
283,Pretoria,South Africa,Gauteng,City of Tshwane Metropolitan Municipality,-25.7459277,28.1879101,1319.029175,429.5540244,17.836,163.627,61.722,17.737,1.019467201,0.011780261,0.036459101,4.273,13.762,1.292,7.709,894.147,0.03,-0.185,0.41,0.671,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer
284,Puerto Villamil,Ecuador,Galapagos Islands,Isabela,-0.9544574,-90.9641467,8.085847855,0.655465225,22.398,240.288,79.952,17.809,1.193585668,0.000188021,0.025222885,2.154,2.288,0.221,2.174,281.8,0.332,-0.538,-0.03,0.466,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
285,Punta Arenas,Chile,Magallanes and Chilean Antarctica,Magallanes Province,-53.1633845,-70.9078263,17.00676346,1.53967622,6.006,128.833,72.987,41.31,0.194538937,0.005061483,0.003680139,4.217,5.288,1.539,1.196,227.7,0.023,-0.419,0.178,0.326,Cfc,#003200,Subpolar oceanic climate,Temperate,Without dry season,Cold summer
286,Putre,Chile,Arica y Parinacota,Parinacota Province,-18.1964154,-69.5603489,3549.755615,78.38224808,12.057,303.393,57.417,20.08,0.62910172,0.02029108,0.017111024,3.192,20.006,0.569,3.414,443.3,0.449,-0.253,0.558,0.16,ET,#64FFFF,Tundra,Polar,Tundra,
287,Pyongyang,North Korea,Pyongyang,Pyongyang,39.0167979,125.7473609,14.15207386,36.7297766,10.538,182.83,68.506,17.525,0.601248709,0.009204698,0.039394287,12.056,10.445,1.66,13.976,1301.239,0.221,-0.383,0.343,0.404,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer
288,Qingdao,China,Shandong,Qingdao,36.0638034,120.3781372,7.89836359,1.245416724,13.728,192.748,69.48,33.748,0.619350015,0.010189253,0.006974194,9.951,9.902,1.512,16.29,1339.4,0.223,-0.1,0.342,0.466,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer
289,Quebec City,Canada,Quebec,Capitale-Nationale,46.8137431,-71.2084061,47.58670425,1.243712621,6.266,142.177,72.547,21.582,0.485547533,0.005617568,0.022750885,11.777,8.115,2.502,6.409,1177.617,0.107,-0.573,0.502,0.58,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
290,Quito,Ecuador,Pichincha,Metropolitan District of Quito,-0.2201641,-78.5123274,2817.244141,142.3029588,14.793,180.405,77.406,25.013,1.020786884,0.001270625,0.008975532,0.746,11.714,0.61,3.041,554.1,-0.151,-0.265,0.313,0.237,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
291,Raleigh,United States,North Carolina,Wake County,35.7803977,-78.6390989,110.2397614,158.2060672,16.447,185.193,68.766,18.229,0.728925863,0.00849106,0.035653625,8.651,11.339,2.501,7.542,1034.616,0.011,-0.401,0.41,0.474,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
292,Reno,United States,Nevada,Washoe County,39.529919,-119.8142691,1373.356934,223.2122068,12.762,223.164,41.938,25.538,0.585422712,0.018714274,0.022010011,9.613,14.968,1.742,3.827,200.785,-0.061,-0.775,0.279,0.695,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer
293,Reykjavik,Iceland,Reykjavikurborg,Reykjavík,64.145981,-21.9422367,3.000082731,1.019716362,5.233,87.145,75.324,30.685,0.198088921,0.002769735,0.011668185,5.195,4.745,1.457,4.424,812.192,0.062,-0.261,0.394,0.522,ET,#64FFFF,Tundra,Polar,Tundra,
294,Richmond,United States,Virginia,Richmond,37.5385087,-77.43428,44.33762741,26.11434482,15.2,179.356,68.056,20.504,0.695350723,0.009876717,0.02668862,9.094,11.255,2.796,6.933,972.291,-0.01,-0.379,0.45,0.528,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
295,Riiga,Latvia,Riga,,56.9493977,24.1051846,5.820875168,12.92221193,7.797,108.07,79.29,19.769,0.426723657,0.002715188,0.030284777,8.25,7.899,1.689,8.269,764.2,0.047,-0.739,0.123,0.649,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
296,Rio De Janeiro,Brazil,State of Rio de Janeiro,Rio de Janeiro,-22.9110137,-43.2093727,4.545675755,3.864529994,23.579,196.553,79.903,23.962,1.034875739,0.000719766,0.010461928,2.602,5.949,1.002,6.953,605.4,0.013,-0.213,0.255,0.577,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,
297,Riyadh,Saudi Arabia,Riyadh Province,Riyadh,24.638916,46.7160104,584.9780273,354.6322322,27.553,271.013,28.248,18.761,0.70998769,0.009576292,0.034045437,8.249,13.313,1.298,0.941,64.6,-0.172,-0.816,0.443,0.746,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
298,Rochester,United States,New York,Monroe County,43.157285,-77.615214,151.9567871,343.7429083,9.736,195.405,68.732,26.277,0.564838586,0.007594348,0.0107383,10.487,9.065,2.991,13.613,1141.579,-0.116,-0.569,0.179,0.516,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer
299,Rome,Italy,Lazio,Metropolitan City of Rome Capital,41.8933203,12.4829321,37.54252625,23.67675826,17.21,188.668,65.607,19.009,0.810208,0.011649653,0.030695346,7.194,9.641,1.107,4.906,493.3,-0.075,-0.691,0.295,0.658,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
300,Sabha,Libya,Sabha District,Sabhā,27.0365406,14.4290236,417.2499084,453.6432619,23.827,261.471,28.248,30.926,0.763891094,0.012478911,0.006939742,7.901,11.855,1.335,0.053,1.7,-0.015,-0.662,0.046,0.748,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
301,Sacramento,United States,California,Sacramento County,38.5810606,-121.493895,9.334293365,47.31295893,16.597,204.338,59.807,19.684,0.805620667,0.015955557,0.032258896,6.964,14.772,1.407,3.926,263.494,-0.147,-0.727,0.295,0.692,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
302,Salt Lake City,United States,Utah,Salt Lake County,40.7596198,-111.886797,1300.38269,931.2859119,12.897,184.27,49.255,25.239,0.51970241,0.014786786,0.017695315,11.537,10.94,2.267,2.287,291.1,-0.117,-0.781,0.302,0.755,Dsb,#8C8C8C,"Warm, dry-summer continental climate",Cold (continental),Dry summer,Warm summer
303,Salvador,El Salvador,,,13.794185,-88.89653,632.3411865,44.86628674,25.716,255.214,77.287,18.242,0.844211787,0.002485121,0.033122109,1.005,8.723,0.576,24.713,3255.174,-0.245,-0.258,0.298,0.501,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
304,Samara,Russia,Samara Oblast,Gorod Samara,53.198627,50.113987,80.39105225,617.5673655,6.487,131.919,68.998,23.925,0.440887133,0.009430901,0.017715768,11.872,7.82,1.967,3.678,584.1,-0.124,-0.776,0.358,0.739,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
305,Samedan,Switzerland,Grisons,Maloja District,46.5325142,9.8691845,1726.015991,227.0450454,3.46,160.484,71.987,21.633,0.312972542,0.004843737,0.020259109,8.401,12.888,1.849,4.26,568.394,0.193,-0.532,0.372,0.671,Dfc,#C800C8,Subarctic climate,Cold (continental),Without dry season,Cold summer
306,San Antonio,United States,Texas,Bexar County,29.4246002,-98.4951405,199.4846191,183.0064604,21.775,196.201,60.368,23.786,0.690803658,0.01473598,0.016177464,8.394,12.381,2.007,2.954,289.5,-0.095,-0.477,0.289,0.506,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
307,San Diego,United States,California,San Diego County,32.7174202,-117.1627728,14.53625965,1.076243719,17.561,179.857,69.853,19.424,1.092727903,0.006217728,0.026207578,3.777,7.116,0.848,1.75,124.258,-0.107,0.198,0.113,0.442,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
308,San Francisco,United States,California,San Francisco County,37.7790262,-122.419906,18.92629051,3.169631726,14.273,216.298,71.77,26.753,0.89828775,0.004459144,0.014872323,3.549,8.293,1.09,6.975,371.004,-0.082,-0.399,0.221,0.575,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer
309,San Jose,United States,California,Santa Clara County,37.3361663,-121.890591,26.74163628,18.7614682,15.813,218.822,63.288,23.509,0.927603957,0.011575404,0.01765348,4.685,11.592,1.284,2.482,161.756,-0.14,-0.472,0.257,0.646,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer
310,San Juan,Puerto Rico,San Juan,San Juan,18.465299,-66.116666,22.73192406,0.234653022,26.843,209.566,77.71,28.808,0.641072093,0.000583355,0.003556963,1.422,4.942,0.449,10.433,1571.943,-0.256,-0.412,0.503,0.127,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
311,Sana'A,Yemen,Capital Municipality,Sana'a,15.3694451,44.1910066,2256.558838,132.2528761,17.936,274.7,34.181,22.899,1.145838655,0.015767816,0.016919762,3.016,9.726,0.638,3.375,396.1,0.063,-0.73,0.477,0.171,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
312,Santiago,Chile,Santiago Metropolitan Region,Santiago Province,9.8694792,-83.7980749,1087.489136,56.96021529,15.182,248.143,62.049,24.474,0.833869057,0.014631467,0.014875871,5.431,14.762,1.357,2.56,201.2,-0.243,-0.756,0.281,0.867,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
313,Sanya,China,Hainan,Sanya,18.2534658,109.5034392,3.725136518,0.175763698,26.081,231.78,79.599,19.679,0.680868278,0.000971269,0.026637205,2.763,6.728,0.751,24.14,1951.9,0.021,-0.049,0.272,0.5,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",
314,Sao Paulo,Brazil,State of Sao Paulo,São Paulo,-23.5506507,-46.6333824,755.4498291,40.70664412,19.462,147.142,75.782,20.039,1.147826982,0.003317495,0.021430974,3.336,8.656,1.498,6.799,898.5,0.189,-0.349,0.205,0.592,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
315,Sapporo,Japan,Hokkaido,Sapporo,43.061936,141.3542924,32.45603943,14.26596738,10.141,156.143,71.488,23.718,0.581841381,0.005360755,0.019053038,9.605,6.78,1.627,8.383,1107.924,-0.008,-0.512,0.37,0.452,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
316,Sarajevo,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,Sarajevo Canton,43.8519774,18.3866868,526.0717163,117.0430066,11.739,169.829,69.573,14.98,0.629524272,0.009433855,0.04870479,8.371,11.472,1.78,7.317,794.996,-0.093,-0.727,0.262,0.671,Dfb,#820083,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
317,Saskatoon,Canada,Saskatchewan,Corman Park No. 344,52.131802,-106.660767,482.5334778,1356.071358,2.244,141.504,67.242,28.667,0.396354777,0.009721495,0.007915716,15.089,11.824,3.305,1.742,179.004,0.146,-0.662,0.176,0.722,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
318,Saskylakh,Russia,Sakha Republic,Sakha Republic,71.954308,114.119835,34.97546387,64.70178965,-11.651,94.773,76.396,20.405,0.118988604,0.002811749,0.030640213,16.947,10.293,3.154,1.833,306.1,0.186,-0.285,0.26,0.596,Dwc,#C89BFA,Monsoon-influenced subarctic climate,Cold (continental),Dry winter,Cold summer
319,Savannah,United States,Georgia,Chatham County,32.0564572,-81.0951271,11.4369173,14.04158248,19.633,197.458,74.139,21.256,0.821379303,0.004270111,0.020773453,6.92,10.458,1.91,7.762,1008.283,0.177,-0.308,0.33,0.395,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
320,Seattle,United States,Washington,King County,47.6038321,-122.330062,41.95027161,1.103863783,11.555,137.23,74.254,16.671,0.618323225,0.004296416,0.044114257,6.501,7.583,1.475,4.55,645.577,-0.207,-0.748,0.398,0.731,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer
321,Seoul,South Korea,Seoul,,37.5666791,126.9782914,28.12428665,23.41614318,13.321,189.924,64.094,14.653,0.627808231,0.013629406,0.053409397,10.918,8.453,1.644,26.803,2494.139,0.16,-0.259,0.409,0.408,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer
322,Sevastopol,Sevastopol,,,44.5655503,33.4595986,65.64157104,3.69114875,11.328,178.688,74.313,28.21,0.566473159,0.005626394,0.007553535,8.43,10.802,1.825,5.129,813.299,-0.036,-0.645,0.362,0.684,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
323,Shanghai,China,Shanghai,Shanghai,31.2322758,121.4692071,15.86848545,15.44225715,18.384,157.222,69.969,21.479,0.655559104,0.006793876,0.018479218,9.093,7.205,1.511,8.953,1111.2,0.044,-0.574,0.439,0.469,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
324,Shenyang,China,Liaoning,Shenyang,41.8026095,123.4279105,47.83575439,167.9655096,8.886,183.239,62.587,18.674,0.547532136,0.014567709,0.035608479,12.959,11.59,2.135,9.651,1067.749,0.23,-0.182,0.401,0.554,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer
325,Shiraz,Iran,Fars Province,Shiraz,29.6060218,52.5378041,1529.98938,169.9779238,20.028,259.057,33.751,19.254,0.79848262,0.010442209,0.035090723,8.753,15.436,1.033,4.263,304.3,-0.215,-0.86,0.444,0.828,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer
326,Singapore,Singapore,,,1.357107,103.8194992,45.8432045,8.206881201,27.844,229.254,78.465,16.484,0.49178854,0.000411217,0.041116982,1.039,6.234,0.735,9.465,1924.363,-0.333,-0.251,0.4,0.469,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
327,Sioux Falls,United States,South Dakota,Minnehaha County,43.5488256,-96.7307737,437.89151,1386.399981,8.722,180.802,62.256,30.318,0.501423602,0.014162027,0.007698858,13.204,11.948,3.377,8.563,596.048,0.109,-0.363,0.269,0.689,Dfa,#550055,Hot-summer humid continental climate,Cold (continental),Without dry season,Hot summer
328,Sochi,Russia,Krasnodar Krai,City of Sochi,43.5854823,39.723109,2.565893412,1.592940461,14.354,167.896,75.352,20.225,0.730725753,0.003168164,0.022419178,7.248,7.428,1.322,10.162,1855.757,-0.145,-0.175,0.452,0.625,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
329,Sofia,Bulgaria,Sofia City Province,Sofia,42.6977,48.2562163,237.6105957,55.41892988,11.167,155.615,70.846,21.01,0.61466051,0.006847952,0.026074666,8.277,11.933,1.587,4.438,584.1,0.093,-0.673,0.244,0.685,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer
330,Sohra,India,Meghalaya,Meghalaya,25.2777336,23.3219,553.0,217.0,25.581,230.698,73.69,14.56,0.569958663,0.003428408,0.052048642,6.378,9.912,0.883,7.857,836.5,0.113,-0.591,0.303,0.523,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer
331,St Louis,United States,Missouri,St. Louis,38.6280278,-90.1910154,144.1031036,818.0873363,13.495,275.347,67.952,22.285,0.594899752,0.008994315,0.022454889,10.889,11.279,2.933,11.615,1223.861,0.092,-0.484,0.385,0.485,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
332,St Petersburg,United States,Florida,Pinellas County,27.7703796,-82.6695085,15.80597115,3.894296751,6.467,112.778,73.981,23.124,0.387549838,0.005076564,0.018109848,9.167,7.021,1.845,5.784,779.503,0.042,-0.738,0.238,0.713,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
333,Stockholm,Sweden,Stockholm County,Stockholm,59.3251172,18.0710935,28.96645546,2.41100051,8.494,167.606,73.127,19.278,0.467580032,0.007417035,0.028951888,7.688,6.828,1.722,3.351,510.294,0.019,-0.787,0.371,0.636,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
334,Strasbourg,France,Grand Est,Bas-Rhin,48.584614,7.7507127,143.4105682,427.1303454,12.809,133.325,71.332,19.21,0.680308181,0.009236024,0.034858608,7.686,9.976,1.552,3.661,624.089,0.059,-0.813,0.298,0.69,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer
335,Suva,Fiji,Central Division,Rewa,-18.1405049,178.4232507,10.19213581,1.489611812,25.685,228.614,85.621,19.486,0.736770053,7.09e-05,0.025590809,1.331,6.949,0.611,17.088,2659.9,-0.067,-0.26,0.374,0.449,Af,#960000,Tropical rainforest climate,Tropical,Rainforest,
336,Sydney,Australia,New South Wales,Sydney,-33.8698439,151.2082848,20.9370842,3.912418116,17.712,118.888,75.664,19.367,1.084993793,0.004830135,0.018111675,3.914,7.563,1.148,12.237,1973.544,0.063,-0.409,0.457,0.373,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
337,Tabriz,Iran,East Azerbaijan Province,Tabriz,38.0739964,46.2961952,1398.78894,258.1153829,14.106,243.082,48.079,26.071,0.608776477,0.013801007,0.016478235,10.885,11.112,1.369,1.798,155.273,-0.122,-0.771,0.302,0.798,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold
338,Taipei,Taiwan,Taipei City,,25.0375198,121.5636796,6.623550892,15.58680212,23.483,11.628,78.483,23.234,0.83337644,0.001466941,0.013031661,5.487,6.484,1.377,12.485,2017.4,-0.106,-0.191,0.376,0.22,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
339,Tallahassee,United States,Florida,Leon County,30.4380832,-84.2809332,62.34009933,33.86979134,20.21,188.983,73.011,20.621,0.816033326,0.005831441,0.024114575,6.741,11.925,1.68,10.084,1397.846,0.128,-0.471,0.374,0.37,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer
340,Tamanrasset,Algeria,Tamanrasset Province,Tamanrasset,22.7902972,5.5193268,1368.654175,1185.878607,22.722,265.156,16.522,26.142,0.882086185,0.00226004,0.011902767,6.368,14.469,0.924,0.411,22.8,0.098,-0.459,0.42,0.714,BWh,#FFCC00,Hot deserts climate,Arid,Desert,Hot
