,city_name,Country,First Administration,Second Administration,latitude (degree),longitude (degree),elevation (m),dist_to_sea (km),mean_temp (Celsius),mean_solarradiation (W/m2),mean_humidity (%),mean_windspeed (kph),mean_temp_index,mean_humid_index,mean_wind_index,temp_std (Celsius),mean_temp_range (Celsius),mean_abs_temp_diff_1 (Celsius),precip_std (mm),precip_sum (mm),mean_pressure (millibar),pressure_std (millibar),mean_snow_depth (cm),mean_cloud_cover (%),mean_visibility (km),clear_day_num,cloudy_day_num,overcast_day_num,rain_day_num,snow_day_num,temp precip corr,humid radiat corr,humid precip corr,temp radiat corr,pressure_temp_corr,Koppen climate,Color Code,Climate Names,Group,Precipitation Type,Level of Heat,Region,Continent
194,Kunming,China,Yunnan,Kunming,24.8837627,102.8325695,1930.83606,542.5853604,14.853,210.925,72.28,26.642,0.894662421,0.006418528,0.011125332,5.051,9.711,1.458,7.712,1037.6,1018.796,4.17,0.007,56.395,11.46,61,245,59,143,6,0.13,-0.508,0.382,0.562,-0.505,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer,Eastern Asia,Asia
195,Lanzhou,China,Gansu,Lanzhou,36.0613799,103.83417,1517.693481,1394.633955,8.379,188.69,50.648,21.344,0.5388087,0.019603932,0.02599791,10.854,13.223,,8.279,598.2,1018.434,5.921,0.268,45.82,10.661,75,261,16,122,30,0.082,-0.419,0.263,0.583,-0.615,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
196,Lhasa,China,Tibet,Lhasa,29.6553895,91.1704736,3658.924805,607.5009195,6.835,250.523,39.693,15.679,0.485653582,0.01870232,0.047438163,7.4,17.178,1.087,2.757,396.3,1005.4,6.947,0.278,51.791,24.089,76,252,36,188,50,0.241,-0.1,0.514,0.617,-0.734,Dwc,#C89BFA,Monsoon-influenced subarctic climate,Cold (continental),Dry winter,Cold summer,Eastern Asia,Asia
197,Manzhouli,China,Inner Mongolia,Hulunbuir,49.47671775,117.7946337,542.5619507,919.8377329,0.642,171.679,58.973,24.025,0.399927682,0.014518184,0.022774109,16.051,10.247,2.088,2.303,277.5,1015.597,11.877,2.545,52.106,22.522,67,251,44,97,58,0.248,-0.691,0.248,0.77,-0.853,Dwb,#B464FA,Monsoon-influenced warm-summer humid continental climate,Cold (continental),Dry winter,Warm summer,Eastern Asia,Asia
198,Nanjing,China,Jiangsu,Nanjing,32.0615513,118.7915619,9.064515114,82.56607243,17.467,184.037,70.891,18.065,0.617296075,0.006302137,0.034424997,9.925,9.391,1.511,9.773,825.2,1016.283,9.67,0.028,56.701,9.062,56,255,54,94,12,-0.023,-0.605,0.342,0.59,-0.916,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
199,Nanning,China,Guangxi,Nanning,22.8167299,108.3669,77.02873993,87.87414317,22.11,182.918,78.486,16.401,0.754814908,0.003129304,0.042700339,6.601,7.561,1.3,8.624,1096.6,1012.363,6.838,0.0,58.016,10.161,35,270,60,152,0,-0.058,-0.452,0.337,0.574,-0.847,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
200,Qingdao,China,Shandong,Qingdao,36.0638034,120.3781372,7.89836359,1.245416724,13.728,192.748,69.48,33.748,0.619350015,0.010189253,0.006974194,9.951,9.902,1.512,16.29,1339.4,1016.946,9.999,0.0,47.156,9.719,74,264,25,81,6,0.223,-0.1,0.342,0.466,-0.875,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Asia,Asia
201,Qiqihaer,China,Heilongjiang,Qiqihar,47.3543099,123.91796,149.6709595,668.0818264,4.793,176.291,59.312,21.475,0.465748812,0.014330731,0.024564039,15.328,11.342,1.997,11.783,885.5,1013.888,10.39,1.989,49.816,22.888,77,228,56,116,47,0.025,-0.415,0.225,0.747,-0.806,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer,Eastern Asia,Asia
202,Sanya,China,Hainan,Sanya,18.2534658,109.5034392,3.725136518,0.175763698,26.081,231.78,79.599,19.679,0.680868278,0.000971269,0.026637205,2.763,6.728,0.751,24.14,1951.9,1010.427,4.712,0.0,54.785,10.598,5,352,7,265,0,0.021,-0.049,0.272,0.5,-0.81,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,Eastern Asia,Asia
203,Shanghai,China,Shanghai,Shanghai,31.2322758,121.4692071,15.86848545,15.44225715,18.384,157.222,69.969,21.479,0.655559104,0.006793876,0.018479218,9.093,7.205,1.511,8.953,1111.2,1016.427,9.164,0.014,56.2,10.259,39,292,30,187,7,0.044,-0.574,0.439,0.469,-0.891,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
204,Shenyang,China,Liaoning,Shenyang,41.8026095,123.4279105,47.83575439,167.9655096,8.886,183.239,62.587,18.674,0.547532136,0.014567709,0.035608479,12.959,11.59,2.135,9.651,1067.749,1016.36,9.877,0.181,40.306,11.404,104,227,18,147,42,0.23,-0.182,0.401,0.554,-0.853,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer,Eastern Asia,Asia
205,Shijiazhuang,China,Hebei,Shijiazhuang,38.0427599,114.5143,72.94680786,308.4004867,13.794,195.576,61.462,16.037,0.576867323,0.013480793,0.047704163,11.227,12.049,1.72,6.215,491.3,1016.436,10.686,0.007,31.97,9.463,148,181,20,89,9,0.139,-0.242,0.257,0.647,-0.893,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
206,Shiyan,China,Hubei,Shiyan,32.6291799,110.79801,284.2034607,865.0258679,16.296,184.257,64.469,15.446,0.669252876,0.012180027,0.049302719,9.266,11.742,1.538,4.836,632.9,1016.331,10.308,0.046,59.972,20.696,52,195,103,164,23,-0.034,-0.467,0.412,0.594,-0.911,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Asia,Asia
207,Taiyuan,China,Shanxi,Taiyuan,37.8705899,112.55067,788.8996582,504.9004117,11.77,190.852,51.832,19.415,0.594987857,0.017038823,0.035583789,10.86,12.905,1.745,7.281,525.6,1017.178,8.164,0.069,34.661,9.702,131,222,9,63,5,0.124,-0.332,0.292,0.645,-0.844,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
208,Tianjin,China,Tianjin,,39.0850999,117.19937,2.243064404,47.19571608,13.957,199.248,56.214,20.996,0.579015023,0.015973523,0.026739084,11.502,10.237,1.72,7.215,652.9,1016.628,10.762,0.07,20.568,10.089,199,115,14,96,12,0.202,-0.172,0.33,0.638,-0.888,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
209,Urumqi,China,Xinjiang,Urumqi,43.419754,87.319461,2079.897949,2008.433744,9.897,181.529,52.222,16.427,0.559994493,0.009887907,0.046651682,15.44,10.252,1.854,29.349,3014.0,1019.87,10.293,2.812,40.498,11.349,88,234,12,84,75,-0.32,-0.822,0.276,0.79,-0.884,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
210,Weihai,China,Shandong,Weihai,37.5134799,122.12171,22.56267738,1.882277161,26.647,253.246,81.562,18.463,0.562840106,0.000589802,0.027421696,1.042,10.349,0.455,14.356,2804.3,1011.573,1.276,0.0,52.172,17.35,45,290,21,255,0,-0.099,-0.411,0.37,0.624,-0.321,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
211,Wuhan,China,Hubei,Wuhan,30.5951051,114.2999353,25.28613472,554.262335,18.62,183.902,69.033,16.672,0.615678368,0.009093239,0.043394703,9.968,8.369,1.562,10.478,1252.7,1015.556,9.617,0.018,50.754,9.071,71,248,43,112,12,0.042,-0.455,0.399,0.652,-0.898,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
212,Xi'An,China,Shaanxi,Xi'An,34.2658138,108.9540936,403.4395752,963.0639295,15.252,197.604,64.833,18.208,0.623012298,0.012989345,0.036775773,10.159,9.979,1.582,5.843,617.3,1016.362,9.716,0.033,40.834,8.816,119,184,40,136,18,0.101,-0.477,0.359,0.623,-0.887,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
213,Xiamen,China,Fujian,Xiamen,24.4801069,118.0853479,1.266026139,0.334507259,23.496,204.885,81.507,26.544,0.776553345,0.001601875,0.012735676,5.516,3.712,0.949,18.439,1922.767,1012.161,5.827,0.0,41.263,9.712,22,342,0,186,0,0.032,-0.193,0.285,0.559,-0.847,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Eastern Asia,Asia
214,Xining,China,Qinghai,Xining,36.617331,101.7761976,2262.926758,1589.419261,6.485,199.748,51.915,22.898,0.476456543,0.019284503,0.022142204,9.262,12.735,1.42,5.288,620.2,1015.706,9.338,0.184,56.678,21.371,60,230,68,145,45,0.176,-0.25,0.437,0.592,-0.867,Dwb,#B464FA,Monsoon-influenced warm-summer humid continental climate,Cold (continental),Dry winter,Warm summer,Eastern Asia,Asia
215,Xuzhou,China,Jiangsu,Xuzhou,34.2043999,117.28577,38.47860336,197.4484769,20.781,164.898,75.992,26.672,0.776317784,0.003569597,0.010799699,7.1,6.979,1.198,9.268,1292.199,1014.797,7.129,0.0,68.571,11.627,22,227,116,151,0,-0.046,-0.497,0.472,0.605,-0.87,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Asia,Asia
216,Yanan,China,Shaanxi,Yan'An,36.5852899,109.48978,1073.56897,830.7143323,11.133,184.429,52.6,19.095,0.604892402,0.017466049,0.032998629,10.141,12.597,1.679,6.147,603.4,1017.216,10.635,0.106,53.145,22.538,76,224,64,95,21,0.178,-0.353,0.378,0.634,-0.92,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer,Eastern Asia,Asia
217,Yanji,China,Jilin,Yanbian Korean Autonomous Prefecture,42.8910699,129.5091,171.7525482,98.9123807,5.772,165.59,66.693,21.444,0.494457452,0.011337771,0.025556957,12.3,11.606,1.776,5.05,657.1,1015.731,8.821,1.242,52.098,21.056,69,231,62,140,43,0.235,-0.311,0.429,0.513,-0.762,Dwa,#6E28B4,Monsoon-influenced hot-summer humid continental climate,Cold (continental),Dry winter,Hot summer,Eastern Asia,Asia
218,Yantai,China,Shandong,Yantai,37.461928,121.4425255,6.887712479,3.171694827,13.025,192.088,67.09,27.27,0.639506799,0.012177354,0.011949651,9.39,6.231,1.399,10.911,956.8,1016.935,9.892,0.179,51.352,21.642,79,213,63,124,32,0.197,-0.159,0.364,0.455,-0.852,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Asia,Asia
219,Yichun,China,Heilongjiang,Yichun,47.7275199,128.84049,230.61203,530.3843245,1.96,156.323,70.76,16.661,0.420200849,0.00644396,0.041032354,15.049,12.868,1.954,11.034,1071.3,1013.777,9.705,3.95,64.148,20.138,31,234,95,140,106,0.128,-0.404,0.213,0.709,-0.764,Dwb,#B464FA,Monsoon-influenced warm-summer humid continental climate,Cold (continental),Dry winter,Warm summer,Eastern Asia,Asia
220,Yinchuan,China,Ningxia,Yinchuan,38.4852037,106.2261926,1108.25,1131.817499,8.859,195.182,51.593,15.713,0.589116208,0.019528705,0.051746664,10.009,9.952,1.525,3.76,427.4,1015.554,9.388,0.346,56.868,23.123,65,214,80,114,32,0.219,-0.407,0.358,0.546,-0.871,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold,Eastern Asia,Asia
221,Yining,China,Xinjiang,Ili,43.9052027,81.2747797,624.9674072,2230.834674,11.501,188.875,52.957,18.826,0.618012621,0.015229828,0.04012828,12.086,13.054,1.529,17.757,1946.3,1018.748,10.303,2.451,53.727,21.156,77,208,68,122,52,-0.365,-0.712,0.317,0.808,-0.909,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,Eastern Asia,Asia
222,Yulin,China,Shaanxi,Yulin,38.2851999,109.73458,1081.434448,781.6199627,11.249,189.759,43.293,23.852,0.601792785,0.018198181,0.021717964,11.424,11.75,1.882,6.997,589.2,1017.167,11.27,0.025,47.933,22.898,87,223,49,104,15,0.188,-0.433,0.32,0.678,-0.921,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
223,Zhangjiakou,China,Hebei,Zhangjiakou,40.7686911,114.8855792,721.1958618,327.9428332,8.723,172.363,44.561,20.401,0.549460458,0.017904107,0.03006334,12.58,12.284,1.927,5.514,445.167,1018.053,11.519,0.312,39.189,23.702,119,198,32,107,23,0.102,-0.215,0.341,0.713,-0.909,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Eastern Asia,Asia
224,Zhangye,China,Gansu,Zhangye,38.9259199,100.44981,1482.65918,1709.645263,10.796,208.642,34.937,22.455,0.583453957,0.017379946,0.020027822,12.102,14.075,1.819,1.7,146.2,1016.296,12.079,0.05,49.663,22.887,86,235,43,58,19,0.089,-0.604,0.435,0.706,-0.921,BWk,#FFFF64,Cold desert climate,Arid,Desert,Cold,Eastern Asia,Asia
225,Zhengzhou,China,Henan,Zhengzhou,34.7472499,113.62493,106.3905258,547.0245455,16.263,195.414,61.57,18.467,0.59513781,0.01424861,0.038564181,10.533,9.947,1.757,6.334,490.0,1016.661,10.144,0.018,48.076,8.932,83,236,44,71,12,0.106,-0.379,0.27,0.642,-0.903,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,Eastern Asia,Asia
226,Zunyi,China,Guizhou,Zunyi,27.7254499,106.92723,856.0620117,598.4788247,15.491,140.214,78.487,12.785,0.77675897,0.002381701,0.061108342,7.794,7.971,1.341,6.092,949.7,1014.512,8.585,0.047,77.956,20.394,15,167,179,280,27,0.121,-0.508,0.305,0.635,-0.867,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Eastern Asia,Asia
227,Barcelona,Spain,Catalonia,Barcelona,41.3828939,2.1774322,11.89887142,2.730243067,17.84,165.561,69.843,21.179,0.856227921,0.006348066,0.019645566,6.518,8.177,0.962,4.562,368.689,1017.609,6.428,0.0,31.96,14.435,128,231,2,76,1,-0.025,-0.551,0.212,0.663,-0.316,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,Southern Europe,Europe
228,Madrid,Spain,Community of Madrid,Madrid,40.4167047,-3.7035825,647.8666382,298.6302622,16.556,160.401,56.861,17.423,0.753054682,0.014619383,0.040875862,7.962,10.403,1.319,3.446,402.681,1017.752,6.296,0.046,42.588,15.313,112,222,20,141,0,-0.203,-0.795,0.414,0.819,-0.42,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Southern Europe,Europe
229,Murcia,Spain,Region of Murcia,Murcia,37.9922399,-1.1306544,41.6438942,36.8468224,19.852,176.981,63.082,17.233,0.881260639,0.013540417,0.037650417,6.836,11.598,1.064,5.546,415.496,1017.81,6.062,0.0,41.632,16.878,93,248,17,106,0,-0.132,-0.631,0.293,0.713,-0.457,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Southern Europe,Europe
230,Batticaloa,Sri Lanka,Eastern Province,Batticaloa,7.7249146,81.6966911,9.0,1.468338796,27.811,236.288,75.404,23.423,0.46985703,0.001410815,0.013814215,1.33,5.22,0.382,15.482,2231.6,1008.353,2.182,,69.773,22.0,4,270,81,298,0,-0.343,-0.276,0.416,0.419,-0.626,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,,South-Central Asia,Asia
231,Batumi,Georgia,Adjara,Batumi,41.6509502,41.6360085,4.979066849,0.752730726,15.213,162.36,78.698,26.965,0.795043163,0.003351972,0.013417844,6.789,6.238,1.337,11.633,1946.764,1016.101,6.165,2.05,57.198,9.754,57,268,33,206,24,-0.174,-0.107,0.285,0.546,-0.644,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Caucasus,Asia
232,Tbilisi,Georgia,Tbilisi,Didi digomi,41.6934591,44.8014495,422.3560181,297.3216025,13.397,195.22,62.782,34.258,0.645890347,0.0138792,0.007055256,8.929,10.667,1.307,3.9,466.044,1016.79,6.521,0.649,58.522,27.945,29,272,60,188,41,-0.08,-0.641,0.385,0.726,-0.658,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Caucasus,Asia
233,Beirut,Lebanon,Beirut Governorate,Beirut,33.88922645,35.50255853,68.30079651,1.9491969,21.428,240.253,64.042,21.299,0.933925361,0.010797144,0.027202671,5.697,5.99,0.863,3.495,367.9,1014.21,5.309,0.158,35.432,8.526,103,259,0,97,0,-0.377,0.23,0.164,0.638,-0.708,Csb,#00D700,Warm-summer Mediterranean climate,Temperate,Dry summer,Warm summer,"Middle East, Western Asia",Asia
234,Belgrad,Serbia,City of Belgrade,Belgrade,44.8178131,20.4568974,115.9441757,292.9700055,13.898,177.65,69.544,18.622,0.672242016,0.010511374,0.036271894,8.525,10.278,1.746,6.113,670.792,1017.988,7.575,0.352,36.12,14.074,122,219,14,136,23,-0.086,-0.74,0.281,0.745,-0.401,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Southern Europe,Europe
235,Bengaluru,India,Karnataka,Bangalore Division,12.9767936,77.590082,920.4420166,241.4396922,23.587,229.364,74.309,19.94,1.051877143,0.005312526,0.027735687,1.907,9.36,0.575,14.741,2054.769,1013.728,2.564,0.0,56.19,5.984,25,330,10,226,0,0.031,-0.645,0.275,0.572,-0.258,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,South-Central Asia,Asia
236,Chennai,India,Tamil Nadu,Chennai,13.0836939,80.270186,8.524745941,2.070461165,28.638,232.757,80.479,21.476,0.343250574,0.0005169,0.015335891,1.689,6.554,0.528,17.209,1921.056,1007.485,4.041,0.0,56.24,5.457,3,341,21,121,0,-0.323,-0.155,0.337,0.457,-0.501,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,South-Central Asia,Asia
237,Hyderabad,India,Telangana,Hyderabad,17.360589,78.4740613,508.9449158,245.2635602,25.645,226.112,67.764,16.452,0.861056705,0.012186844,0.044183739,3.132,9.827,0.76,8.88,972.5,1010.878,4.023,0.0,52.183,5.513,59,268,38,150,0,-0.1,-0.608,0.346,0.468,-0.473,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,South-Central Asia,Asia
238,Jaipur,India,Rajasthan,Jaipur Division,26.9124336,75.7872709,432.9278259,545.4311784,26.433,226.601,55.708,17.703,0.640675182,0.013732198,0.036983737,6.951,10.694,0.93,8.884,877.9,1009.313,6.26,0.0,31.078,3.618,170,182,13,77,0,0.0,-0.666,0.382,0.702,-0.78,BSh,#CC8D14,Hot semi-arid (steppe) climate,Arid,Steppe,Hot,South-Central Asia,Asia
239,Kolkata,India,West Bengal,Presidency Division,22.5726459,88.3638953,13.94959927,43.55557519,26.921,229.579,74.783,19.559,0.565890787,0.0025864,0.031505418,4.114,7.727,0.729,8.749,1350.409,1007.079,5.369,0.0,46.531,3.289,93,260,12,150,0,0.167,-0.347,0.399,0.413,-0.773,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,South-Central Asia,Asia
240,Mumbai,India,Maharashtra,Mumbai City,19.0785451,72.878176,2.468382359,5.014059844,28.021,225.44,70.652,19.427,0.522331012,0.009726341,0.022434624,2.185,6.346,0.577,22.481,2693.2,1008.174,3.672,0.0,43.968,3.051,119,204,42,106,0,-0.151,-0.295,0.447,0.391,-0.34,Aw,#FFCCCC,"Tropical savanna, wet",Tropical,"Savanna, Wet",,South-Central Asia,Asia
241,New Dehli,India,Delhi,New Delhi,28.6139,77.209,216.0,930.0,25.652,214.941,62.949,15.882,0.614959124,0.008586444,0.046116819,7.614,10.97,0.875,10.476,904.507,1008.065,6.596,0.0,35.951,2.95,150,193,20,76,0,-0.064,-0.738,0.288,0.729,-0.865,Cwa,#BEBE00,Monsoon-influenced humid subtropical climate,Temperate,Dry winter,Hot summer,South-Central Asia,Asia
242,Sohra,India,Meghalaya,Meghalaya,25.2777336,23.3219,553.0,217.0,25.581,230.698,73.69,14.56,0.569958663,0.003428408,0.052048642,6.378,9.912,0.883,7.857,836.5,1006.681,6.182,0.0,37.367,3.242,139,220,6,79,0,0.113,-0.591,0.303,0.523,-0.866,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer,South-Central Asia,Asia
243,Thiruvananthapuram,India,Kerala,Thiruvananthapuram,8.5241391,76.9366376,21.32456779,4.804919806,27.877,241.627,79.168,16.217,0.504376557,0.000300727,0.045382934,1.055,6.209,0.479,10.912,1536.487,1008.884,1.601,0.0,55.488,4.569,0,349,16,195,0,-0.355,-0.412,0.418,0.475,-0.009,Am,#FF0000,Tropical monsoon climate,Tropical,Monsoon,,South-Central Asia,Asia
244,Bergen,Norway,Vestland,Bergen,60.3943055,5.3259192,2.119898081,2.810707836,8.339,74.3,78.105,26.445,0.399636919,0.003400469,0.017997474,5.177,5.331,1.477,13.378,2772.231,1011.759,11.979,0.355,71.297,10.282,16,306,40,239,71,-0.124,-0.354,0.263,0.482,0.174,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Northern Europe,Europe
245,Finse,Norway,Vestland,Finse,60.600922,7.5087455,1223.408691,41.38472576,7.394,107.664,75.602,31.519,0.402180201,0.005030282,0.006897476,6.616,6.386,1.299,20.11,2362.193,1011.818,11.594,3.314,72.893,14.335,2,327,35,129,85,-0.27,-0.562,0.034,0.666,0.15,ET,#64FFFF,Tundra,Polar,Tundra,,Northern Europe,Europe
246,Oslo,Norway,Oslo,Oslo,59.9133301,10.7389701,8.782258034,1.764353517,7.068,107.716,73.864,19.522,0.415976986,0.007749738,0.030791066,7.42,7.933,1.599,25.829,2920.413,1012.242,11.852,3.416,66.433,19.832,10,278,66,120,91,-0.303,-0.703,0.068,0.682,0.087,Dfb,#820082,Warm-summer humid continental climate,Cold (continental),Without dry season,Warm summer,Northern Europe,Europe
247,Berlin,Germany,Berlin,Kreisfreie Stadt Berlin,52.5170365,13.3888599,35.97542191,138.9507532,11.388,131.222,71.142,20.493,0.593475686,0.008963812,0.027252943,7.534,8.111,1.703,2.463,389.149,1017.156,8.726,0.109,61.841,34.015,33,253,76,175,24,0.048,-0.821,0.253,0.697,-0.058,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
248,Hamburg,Germany,Hamburg,Hamburg,53.550341,10.000654,12.18004608,16.87465995,10.789,85.173,76.736,23.56,0.563763753,0.00326896,0.018290277,6.51,7.81,1.541,4.07,714.934,1016.587,9.386,0.021,62.312,26.702,41,249,74,206,26,-0.022,-0.723,0.312,0.654,0.004,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
249,Munich,Germany,Bavaria,Upper Bavaria,48.1371079,11.5753822,518.0629883,272.460683,11.184,121.796,70.61,17.133,0.617246369,0.008523539,0.042672628,7.594,8.738,1.724,4.906,836.408,1018.641,7.79,0.326,58.425,28.645,63,215,80,212,42,0.103,-0.738,0.322,0.675,-0.269,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
250,Bishkek,Kyrgyzstan,Bishkek City,Bishkek,42.8777895,74.6066926,750.6220703,1911.397882,12.546,191.982,61.81,20.061,0.620067641,0.014064405,0.027645488,10.781,12.22,1.79,5.985,575.864,1016.772,7.686,0.509,45.903,9.376,80,255,23,178,50,-0.029,-0.794,0.114,0.835,-0.841,Dsb,#8C8C8C,"Warm, dry-summer continental climate",Cold (continental),Dry summer,Warm summer,Central Asia,Asia
251,Bloemfontein,South Africa,Free State,Mangaung Metropolitan Municipality,-29.116395,26.215496,1386.011963,409.1390961,15.94,244.763,61.622,20.941,0.90943359,0.012811534,0.026394556,5.362,16.345,1.401,5.421,698.858,1021.545,4.342,0.0,35.477,14.617,114,237,4,120,1,0.077,-0.347,0.45,0.675,-0.635,BSk,#CCAA54,Cold semi-arid (steppe) climate,Arid,Steppe,Cold,Southern Africa,Africa
252,Cape Town,South Africa,Western Cape,City of Cape Town Metropolitan Municipality,-33.928992,18.417396,30.48875427,2.546189613,17.702,179.004,68.447,30.388,1.047934194,0.007472919,0.005998779,3.861,10.076,1.436,4.801,480.906,1016.851,5.022,0.0,41.35,11.329,67,280,4,148,0,-0.21,-0.423,0.342,0.714,-0.632,Csa,#96FF00,Hot-summer Mediterranean climate,Temperate,Dry summer,Hot summer,Southern Africa,Africa
253,Durban,South Africa,KwaZulu-Natal,eThekwini Metropolitan Municipality,-29.861825,31.009909,5.899683952,0.858784704,20.421,200.642,77.086,24.708,1.111236692,0.001480208,0.013870189,3.134,10.149,1.143,14.743,1242.279,1017.375,5.398,0.0,50.261,9.916,60,254,33,210,0,-0.036,-0.061,0.227,0.616,-0.617,Cfa,#007800,Humid subtropical climate,Temperate,Without dry season,Hot summer,Southern Africa,Africa
254,Johannesburg,South Africa,Gauteng,City of Johannesburg Metropolitan Municipality,-26.205,28.049722,1729.100098,443.2580495,17.035,202.893,59.826,21.097,1.022495641,0.013521005,0.020619291,4.058,11.386,1.321,8.099,983.101,1023.954,3.727,0.0,34.859,10.157,110,242,3,174,0,-0.009,-0.383,0.397,0.598,-0.56,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer,Southern Africa,Africa
255,Pretoria,South Africa,Gauteng,City of Tshwane Metropolitan Municipality,-25.7459277,28.1879101,1319.029175,429.5540244,17.836,163.627,61.722,17.737,1.019467201,0.011780261,0.036459101,4.273,13.762,1.292,7.709,894.147,1022.652,4.037,0.0,33.606,13.275,121,229,3,167,0,0.03,-0.185,0.41,0.671,-0.604,Cwb,#8C8C00,Subtropical highland climate or temperate oceanic climate with dry winters,Temperate,Dry winter,Warm summer,Southern Africa,Africa
256,Bogota,Colombia,Bogota,Bogotá,4.6534649,-74.0836453,2552.980713,303.729757,13.851,227.085,80.245,20.148,0.920861019,0.000326418,0.020132937,0.775,9.748,0.627,3.768,1250.9,1025.923,1.074,0.0,68.259,10.293,0,358,7,356,0,0.035,-0.325,0.344,0.078,-0.151,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,North West South America,South America
257,Villavicencio,Colombia,Meta,Villavicencio,4.1491688,-73.6285475,438.6241455,341.0587022,24.053,214.306,76.978,13.927,0.919108389,0.003293171,0.058195874,1.673,10.005,0.983,7.996,2317.1,1012.823,1.537,0.0,71.156,15.105,2,326,37,338,0,-0.409,-0.323,0.517,0.358,-0.508,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,North West South America,South America
258,Bordeaux,France,Nouvelle-Aquitaine,Gironde,44.841225,-0.5800364,16.38435364,6.887189268,15.507,157.221,73.213,21.192,0.814939962,0.006208352,0.021757605,7.032,9.697,1.57,3.674,557.383,1018.457,7.025,0.0,68.509,16.003,26,236,97,217,12,-0.084,-0.796,0.334,0.73,-0.297,Cfb,#005000,Temperate oceanic climate,Temperate,Without dry season,Warm summer,Western Europe,Europe
